pa,avg,chase_pct,avg_ev,season,full_name,birth_year_clean,age
602.0,0.07095238095238095,0.3169446883230904,81.15835266821337,2022.0,Ty France,1994,28.0
277.0,0.05527638190954774,0.3038461538461538,82.72515151515147,2022.0,Brandon Lowe,1994,28.0
307.0,0.0625,0.3417322834645669,78.72317380352646,2022.0,Harrison Bader,1994,28.0
216.0,0.07738095238095238,0.3310810810810811,78.93065693430654,2022.0,David Fletcher,1994,28.0
257.0,0.04224058769513315,0.18928571428571428,81.26224489795914,2022.0,Dylan Moore,1992,30.0
596.0,0.051371353939921635,0.20037278657968313,80.5493718592965,2022.0,Myles Straw,1994,28.0
272.0,0.05226824457593689,0.2777777777777778,83.33323699421969,2022.0,Kyle Isbel,1997,25.0
222.0,0.05269320843091335,0.26244343891402716,79.37304687500004,2022.0,P.J. Higgins,1993,29.0
633.0,0.0740905057675244,0.3131914893617021,83.408466819222,2022.0,Alec Bohm,1996,26.0
238.0,0.04371584699453552,0.23613963039014374,82.3406153846154,2022.0,LaMonte Wade Jr.,1994,28.0
209.0,0.056976744186046514,0.31533477321814257,80.71808118081182,2022.0,Seby Zavala,1993,29.0
546.0,0.052855120339782916,0.28926353149955636,82.78986384266274,2022.0,Seth Brown,1992,30.0
347.0,0.07575757575757576,0.2905982905982906,81.25248226950343,2022.0,Jake McCarthy,1997,25.0
467.0,0.053227633069082674,0.3071512309495897,82.9182274247491,2022.0,Jared Walsh,1993,29.0
556.0,0.06649616368286446,0.3754752851711027,81.7372857142857,2022.0,Jeremy Peña,1997,25.0
332.0,0.05606758832565284,0.21826625386996903,81.86464891041167,2022.0,Gilberto Celestino,1999,23.0
700.0,0.06860054880439044,0.30954115076474875,85.24754634678283,2022.0,Vladimir Guerrero Jr.,1999,23.0
259.0,0.045662100456621,0.271689497716895,82.33406593406598,2022.0,Cristian Pache,1998,24.0
665.0,0.048344118766653975,0.17156527682843473,85.50495867768593,2022.0,Juan Soto,1998,24.0
330.0,0.064891846921797,0.3213728549141966,81.24961439588682,2022.0,Leody Taveras,1998,24.0
341.0,0.05309734513274336,0.3119266055045872,85.10748502994011,2022.0,Oneil Cruz,1998,24.0
250.0,0.05789473684210526,0.27459016393442626,84.05211267605627,2022.0,Jazz Chisholm Jr.,1998,24.0
550.0,0.07355163727959697,0.3787313432835821,80.68581173260566,2022.0,Andrés Giménez,1998,24.0
200.0,0.046948356807511735,0.2558139534883721,80.12510288065843,2022.0,Josh Lowe,1998,24.0
463.0,0.0655367231638418,0.23504273504273504,82.59314079422381,2022.0,Gavin Lux,1997,25.0
286.0,0.05381944444444445,0.342327150084317,80.0900849858357,2022.0,Jo Adell,1999,23.0
696.0,0.0762745885186672,0.35185185185185186,84.36089060987419,2022.0,Bo Bichette,1998,24.0
476.0,0.05353319057815846,0.24740124740124741,81.36661290322576,2022.0,Dylan Carlson,1998,24.0
415.0,0.0563019833653231,0.285,81.92995391705068,2022.0,Christopher Morel,1999,23.0
260.0,0.059009483667017915,0.2854251012145749,83.34125874125874,2022.0,Rodolfo Castro,1999,23.0
358.0,0.0462707182320442,0.2880710659898477,82.46730310262532,2022.0,Bobby Dalbec,1995,27.0
649.0,0.06152584085315833,0.38039502560351135,84.52784653465353,2022.0,Adolis García,1993,29.0
506.0,0.07277628032345014,0.2950310559006211,84.04312865497079,2022.0,Lourdes Gurriel Jr.,1993,29.0
642.0,0.06347256347256347,0.3088888888888889,83.4727272727272,2022.0,Randy Arozarena,1995,27.0
228.0,0.033542976939203356,0.24084778420038536,80.30517799352748,2022.0,JJ Bleday,1997,25.0
214.0,0.04604486422668241,0.2891304347826087,77.56102941176471,2022.0,Akil Baddoo,1998,24.0
229.0,0.057387057387057384,0.32235294117647056,82.8125,2022.0,Cal Mitchell,1999,23.0
281.0,0.0504364694471387,0.31693989071038253,79.9721179624665,2022.0,Andrew Knizner,1995,27.0
607.0,0.06395348837209303,0.3127035830618892,83.65206185567006,2022.0,Bryan Reynolds,1995,27.0
458.0,0.05221097496004262,0.2294455066921606,81.97357259380097,2022.0,Adley Rutschman,1998,24.0
494.0,0.05922431865828092,0.19497487437185929,82.22820512820515,2022.0,Josh Rojas,1994,28.0
517.0,0.0470873786407767,0.23944954128440368,83.86906250000004,2022.0,MJ Melendez,1998,24.0
464.0,0.05875706214689266,0.31788079470198677,81.90090909090908,2022.0,Brandon Marsh,1997,25.0
610.0,0.058410188844971456,0.2977850697292863,82.06384803921566,2022.0,Sean Murphy,1994,28.0
435.0,0.06469373709566414,0.2757697456492637,81.46955684007713,2022.0,Nick Senzel,1995,27.0
626.0,0.06613756613756613,0.3044953350296862,82.47424623115577,2022.0,Tommy Edman,1995,27.0
576.0,0.05726681127982646,0.20868824531516184,84.22808842652788,2022.0,Will Smith,1995,27.0
356.0,0.04237867395762133,0.252400548696845,82.66455399061034,2022.0,Jack Suwinski,1998,24.0
503.0,0.06492146596858639,0.25534079348931843,80.13534361851333,2022.0,Santiago Espinal,1994,28.0
473.0,0.06792237442922375,0.3266171792152704,82.65824508320728,2022.0,Jose Miranda,1998,24.0
312.0,0.04972804972804973,0.31145251396648044,81.77547619047621,2022.0,Nolan Gorman,2000,22.0
262.0,0.04862385321100918,0.2829861111111111,83.41444043321297,2022.0,Keston Hiura,1996,26.0
309.0,0.05493482309124767,0.321880650994575,77.81048780487802,2022.0,Nick Allen,1998,24.0
204.0,0.03562653562653563,0.1806930693069307,82.20604651162789,2022.0,Cooper Hummel,1994,28.0
237.0,0.04305705059203445,0.2135523613963039,80.6180505415163,2022.0,Josh Smith,1997,25.0
577.0,0.06603301650825413,0.36062557497700093,81.98897742363876,2022.0,Austin Hays,1995,27.0
482.0,0.05889281507656066,0.30324074074074076,79.03053435114506,2022.0,Nicky Lopez,1995,27.0
558.0,0.06568998109640832,0.24310344827586206,87.62666666666678,2022.0,Yordan Alvarez,1997,25.0
368.0,0.04506295559973492,0.21033210332103322,84.59186991869916,2022.0,Isaac Paredes,1999,23.0
470.0,0.041163556531284305,0.19911504424778761,80.19872029250462,2022.0,Taylor Walls,1996,26.0
358.0,0.05521048999309869,0.25651577503429357,80.10971659919028,2022.0,Luis González,1995,27.0
250.0,0.05638297872340425,0.23828920570264767,80.99750778816197,2022.0,TJ Friedl,1995,27.0
363.0,0.0759493670886076,0.40657698056801195,81.73855932203385,2022.0,Luis García Jr.,2000,22.0
432.0,0.07730986800754243,0.39171597633136096,82.93597883597884,2022.0,Michael Harris II,2001,21.0
543.0,0.06338028169014084,0.23029229406554472,85.0224657534247,2022.0,Alejandro Kirk,1998,24.0
494.0,0.04374364191251272,0.21671826625386997,79.11118314424644,2022.0,Geraldo Perdomo,1999,23.0
410.0,0.08407738095238096,0.4331983805668016,82.0419642857143,2022.0,Luis Robert Jr.,1997,25.0
585.0,0.056719022687609075,0.24977698483496877,81.45830013280211,2022.0,Ha-Seong Kim,1995,27.0
439.0,0.05888951205832866,0.21218961625282168,83.10370370370369,2022.0,Seiya Suzuki,1994,28.0
403.0,0.056291390728476824,0.2936893203883495,82.33254310344829,2022.0,Chas McCormick,1995,27.0
346.0,0.07401177460050462,0.30655737704918035,82.47792968749998,2022.0,Wander Franco,2001,21.0
562.0,0.07107843137254902,0.33451015004413065,84.29054878048775,2022.0,Julio Rodríguez,2000,22.0
225.0,0.06513409961685823,0.38944723618090454,81.44219858156025,2022.0,Ezequiel Duran,1999,23.0
412.0,0.060564349621472814,0.33612273361227335,82.71420000000003,2022.0,Alek Thomas,2000,22.0
623.0,0.06651785714285714,0.34804753820033957,83.41014492753617,2022.0,Bobby Witt Jr.,2000,22.0
398.0,0.04454486765655261,0.24433249370277077,83.06469428007888,2022.0,Spencer Torkelson,1999,23.0
629.0,0.06698002350176263,0.20502749410840534,79.9610599078341,2022.0,Steven Kwan,1997,25.0
223.0,0.052204176334106726,0.31543624161073824,80.27932203389832,2022.0,Jarren Duran,1996,26.0
237.0,0.04918032786885246,0.2574468085106383,82.52703583061889,2022.0,Ryan Jeffers,1997,25.0
473.0,0.057271195957327346,0.34810126582278483,80.28176382660685,2022.0,Owen Miller,1996,26.0
456.0,0.05856832971800434,0.21224489795918366,82.2078260869565,2022.0,Brendan Donovan,1997,25.0
472.0,0.05248917748917749,0.28114663726571115,81.29425113464448,2022.0,Bryson Stott,1997,25.0
307.0,0.0735444330949949,0.40451745379876797,80.88442211055276,2022.0,CJ Abrams,2000,22.0
399.0,0.057585139318885446,0.2786127167630058,82.69783037475342,2022.0,Riley Greene,2000,22.0
555.0,0.06932153392330384,0.3285024154589372,84.3223448275862,2022.0,Andrew Vaughn,1998,24.0
284.0,0.07255520504731862,0.26145038167938933,85.38861111111112,2022.0,Vinnie Pasquantino,1997,25.0
366.0,0.06348020911127707,0.28488372093023256,82.87867803837953,2023.0,Miguel Cabrera,1983,40.0
415.0,0.06639839034205232,0.3426666666666667,82.6749163879599,2023.0,David Peralta,1987,36.0
233.0,0.051627384960718295,0.2925311203319502,85.73843137254909,2023.0,Evan Longoria,1985,38.0
404.0,0.06615598885793872,0.2859078590785908,81.30695488721805,2023.0,Charlie Blackmon,1986,37.0
400.0,0.04467805519053877,0.328515111695138,80.065376344086,2023.0,Martín Maldonado,1986,37.0
448.0,0.06307339449541284,0.3004434589800443,83.13950413223148,2023.0,Donovan Solano,1987,36.0
468.0,0.051832460732984295,0.1890798786653185,84.15529622980254,2023.0,Andrew McCutchen,1986,37.0
620.0,0.05866460825935932,0.2572741194486983,82.93461128860493,2023.0,Justin Turner,1984,39.0
241.0,0.046460176991150445,0.2521551724137931,82.25979729729734,2023.0,Joey Votto,1983,40.0
400.0,0.060013046314416174,0.2760416666666667,81.28425047438331,2023.0,Elvis Andrus,1988,35.0
618.0,0.05553218342448465,0.2401263823064771,83.23394833948343,2023.0,Carlos Santana,1986,37.0
401.0,0.04941860465116279,0.17989417989417988,81.3784615384615,2023.0,Brandon Belt,1988,35.0
327.0,0.06159110350727117,0.30522765598650925,82.51171171171173,2023.0,Yuli Gurriel,1984,39.0
417.0,0.06366237482117311,0.32526881720430106,82.28345070422533,2023.0,Miguel Rojas,1989,34.0
303.0,0.05396290050590219,0.3560371517027864,81.40539215686273,2023.0,Eduardo Escobar,1989,34.0
476.0,0.05866523143164693,0.2064650677789364,85.98953068592053,2023.0,Tommy Pham,1988,35.0
472.0,0.06448026681489717,0.32105263157894737,85.51411960132896,2023.0,J.D. Martinez,1987,36.0
683.0,0.05694595574900254,0.2648913805185704,84.85601415094335,2023.0,Paul Goldschmidt,1987,36.0
410.0,0.07412309728656519,0.3217993079584775,80.64666666666668,2023.0,Jose Altuve,1990,33.0
318.0,0.05560235888795282,0.3701923076923077,81.21450892857142,2023.0,Jean Segura,1990,33.0
332.0,0.06100577081615829,0.3789308176100629,81.30808988764049,2023.0,Starling Marte,1988,35.0
287.0,0.05223880597014925,0.27340823970037453,83.75142857142858,2023.0,Travis d'Arnaud,1989,34.0
721.0,0.0781600598354525,0.26864590876176686,83.63861671469743,2023.0,Freddie Freeman,1989,34.0
398.0,0.052398989898989896,0.2748466257668712,82.86254826254824,2023.0,Yasmani Grandal,1988,35.0
377.0,0.06401137980085349,0.28413793103448276,83.12208835341364,2023.0,Jason Heyward,1989,34.0
561.0,0.05486968449931413,0.2303473491773309,83.92095096582469,2023.0,DJ LeMahieu,1988,35.0
387.0,0.059063136456211814,0.3291492329149233,81.89872029250455,2023.0,Mike Moustakas,1988,35.0
416.0,0.055900621118012424,0.3394919168591224,82.9934280639432,2023.0,Anthony Rizzo,1989,34.0
411.0,0.04169148302561048,0.2701525054466231,84.18173719376388,2023.0,Giancarlo Stanton,1989,34.0
578.0,0.06676485027000491,0.46866952789699573,83.69309912170634,2023.0,Salvador Perez,1990,33.0
451.0,0.06346578366445917,0.2864583333333333,81.48086053412464,2023.0,Wilmer Flores,1991,32.0
330.0,0.061206896551724135,0.4525993883792049,81.34887780548627,2023.0,Christian Bethancourt,1991,32.0
588.0,0.0629887054735013,0.2973830293417922,84.62412451361864,2023.0,Marcell Ozuna,1990,33.0
423.0,0.07299741602067183,0.211484593837535,80.10749063670401,2023.0,Jon Berti,1990,33.0
318.0,0.046531302876480544,0.3107890499194847,81.8188372093024,2023.0,Brandon Crawford,1987,36.0
270.0,0.058300395256917,0.3230174081237911,81.73502994011979,2023.0,C.J. Cron,1990,33.0
417.0,0.0661049902786779,0.3718104495747266,81.93181818181822,2023.0,Yan Gomes,1987,36.0
417.0,0.0505173463177115,0.15621301775147928,82.24103585657373,2023.0,Robbie Grossman,1989,34.0
313.0,0.051632498101746395,0.20827389443651925,80.58021390374333,2023.0,Aaron Hicks,1989,34.0
261.0,0.05740181268882175,0.3103448275862069,83.6091715976331,2023.0,Kyle Higashioka,1990,33.0
226.0,0.05548854041013269,0.3864168618266979,82.2310810810811,2023.0,James McCann,1990,33.0
749.0,0.06780288995924416,0.21561604584527222,83.0828202581927,2023.0,Marcus Semien,1990,33.0
676.0,0.06242350061199511,0.22833333333333333,81.93209039548023,2023.0,George Springer,1989,34.0
351.0,0.05525291828793774,0.3323442136498516,81.29292035398231,2023.0,Christian Vázquez,1990,33.0
241.0,0.043668122270742356,0.27586206896551724,79.92577639751553,2023.0,Kolten Wong,1990,33.0
287.0,0.06554121151936444,0.29018789144050106,82.09768041237112,2023.0,Ildemaro Vargas,1991,32.0
471.0,0.06839622641509434,0.3508771929824561,84.4853088480801,2023.0,Randal Grichuk,1991,32.0
359.0,0.05461901550910317,0.19689119170984457,83.57572383073494,2023.0,Mike Trout,1991,32.0
545.0,0.06795131845841786,0.3325020781379884,84.4684615384615,2023.0,Bryce Harper,1992,31.0
588.0,0.054310344827586204,0.3654001616814875,82.4435740514075,2023.0,José Abreu,1987,36.0
517.0,0.0672225117248567,0.36182336182336183,81.56564673157158,2023.0,Elias Díaz,1990,33.0
688.0,0.049086348978860626,0.23505154639175257,82.51191066997512,2023.0,Eugenio Suárez,1991,32.0
224.0,0.07354685646500593,0.36936936936936937,81.02136986301372,2023.0,Gio Urshela,1991,32.0
609.0,0.06542056074766354,0.3422546634225466,83.45219976218786,2023.0,Nolan Arenado,1991,32.0
367.0,0.0625,0.32456140350877194,81.44126315789472,2023.0,Kyle Farmer,1990,33.0
231.0,0.04851157662624035,0.2557077625570776,84.32704626334521,2023.0,Mitch Haniger,1990,33.0
506.0,0.05735140771637122,0.2793522267206478,82.37721139430283,2023.0,Enrique Hernández,1991,32.0
569.0,0.04254422914911542,0.23147440794499619,84.6256329113924,2023.0,Max Muncy,1990,33.0
384.0,0.052097428958051424,0.30663329161451813,80.08498896247235,2023.0,Michael A. Taylor,1991,32.0
659.0,0.05716492854383932,0.2593703148425787,82.24269788182826,2023.0,Christian Walker,1991,32.0
233.0,0.03466386554621849,0.208984375,81.22290076335874,2023.0,Matt Carpenter,1985,38.0
379.0,0.050359712230215826,0.20202020202020202,83.74310344827589,2023.0,Mike Yastrzemski,1990,33.0
491.0,0.059326563335114914,0.3102785782901057,82.6536624203822,2023.0,Willson Contreras,1992,31.0
324.0,0.054635761589403975,0.257396449704142,80.24314720812184,2023.0,Kris Bryant,1992,31.0
501.0,0.057085628442663995,0.2365063788027478,82.48192771084342,2023.0,Mark Canha,1989,34.0
668.0,0.07097591888466413,0.408987052551409,82.25697115384614,2023.0,Nick Castellanos,1992,31.0
520.0,0.06635318704284221,0.3502994011976048,83.99909365558918,2023.0,Brandon Drury,1992,31.0
452.0,0.05223068552774755,0.1913214990138067,88.00916844349688,2023.0,Aaron Judge,1992,31.0
594.0,0.06272727272727273,0.2927256792287467,84.56624999999998,2023.0,Manny Machado,1992,31.0
421.0,0.050511124473842456,0.2826780021253985,84.32171532846718,2023.0,Joc Pederson,1992,31.0
536.0,0.05870841487279843,0.30820610687022904,83.42493112947659,2023.0,J.T. Realmuto,1991,32.0
543.0,0.05666829506595017,0.3339382940108893,82.3303693570451,2023.0,Hunter Renfroe,1992,31.0
515.0,0.06492815327301757,0.4354995150339476,82.26875000000001,2023.0,Eddie Rosario,1991,32.0
628.0,0.06127352823388066,0.24981631153563555,84.4461146496816,2023.0,Christian Yelich,1991,32.0
587.0,0.06936685288640596,0.325068870523416,80.40339976553345,2023.0,Whit Merrifield,1989,34.0
657.0,0.065149136577708,0.25254901960784315,82.43253873659118,2023.0,Xander Bogaerts,1992,31.0
344.0,0.05649303008070433,0.28360215053763443,82.58340611353714,2023.0,Jorge Polanco,1993,30.0
348.0,0.06027820710973725,0.3400576368876081,84.13201970443347,2023.0,Adam Duvall,1988,35.0
404.0,0.06584362139917696,0.2713903743315508,81.08410041841006,2023.0,Kevin Kiermaier,1990,33.0
523.0,0.05419921875,0.2521572387344199,82.12610441767073,2023.0,Jurickson Profar,1993,30.0
540.0,0.05827263267429761,0.4404432132963989,82.62779411764696,2023.0,Javier Báez,1992,31.0
210.0,0.04843304843304843,0.3288409703504043,79.81439999999998,2023.0,Austin Hedges,1992,31.0
674.0,0.05770690964312832,0.2733096085409253,84.38648363252375,2023.0,Francisco Lindor,1993,30.0
207.0,0.06353240152477764,0.22248803827751196,84.78728070175436,2023.0,Austin Slater,1992,31.0
316.0,0.04673590504451038,0.21602288984263232,85.04657534246579,2023.0,Daniel Vogelbach,1992,31.0
268.0,0.04868913857677903,0.26344086021505375,83.76818181818182,2023.0,Gary Sánchez,1992,31.0
487.0,0.061389337641357025,0.246875,84.11218424962857,2023.0,Max Kepler,1993,30.0
573.0,0.05634427684117125,0.2810675562969141,82.24428754813864,2023.0,Jeimer Candelario,1993,30.0
392.0,0.06586402266288952,0.2849083215796897,82.95938144329898,2023.0,Ramón Urías,1994,29.0
205.0,0.05510752688172043,0.33153638814016173,79.26296296296293,2023.0,Nick Ahmed,1990,33.0
359.0,0.051152737752161385,0.28368794326241137,82.44712643678159,2023.0,Brian Anderson,1993,30.0
200.0,0.04227212681638045,0.1977715877437326,79.218992248062,2023.0,Austin Barnes,1989,34.0
606.0,0.05733846812152332,0.27691107644305774,82.982951653944,2023.0,Josh Bell,1992,31.0
681.0,0.06909937888198758,0.16371681415929204,86.11423267326742,2023.0,Mookie Betts,1992,31.0
227.0,0.06666666666666667,0.2245430809399478,85.93805970149253,2023.0,Victor Caratini,1993,30.0
548.0,0.058794466403162056,0.2633624878522838,83.52947214076246,2023.0,J.D. Davis,1993,30.0
264.0,0.06743940990516333,0.42209072978303747,80.316847826087,2023.0,Harold Castro,1993,30.0
526.0,0.06180589087397392,0.2653846153846154,82.68100000000001,2023.0,Orlando Arcia,1994,29.0
672.0,0.06225831399845321,0.3511111111111111,83.43016627078384,2023.0,Teoscar Hernández,1992,31.0
642.0,0.06540880503144654,0.2433734939759036,84.3949760765551,2023.0,Ketel Marte,1993,30.0
289.0,0.05032021957913998,0.3644524236983842,81.03978779840848,2023.0,Eric Haase,1992,31.0
673.0,0.05899596921949432,0.19969742813918306,84.1356164383562,2023.0,Brandon Nimmo,1993,30.0
429.0,0.04702380952380952,0.22576832151300236,79.7744421906694,2023.0,Jace Peterson,1990,33.0
688.0,0.06462715105162524,0.35196687370600416,84.32203208556153,2023.0,Trea Turner,1993,30.0
206.0,0.060240963855421686,0.4036458333333333,81.92466216216218,2023.0,Kevin Pillar,1989,34.0
274.0,0.043520309477756286,0.2222222222222222,82.67419354838707,2023.0,Jacob Stallings,1989,34.0
678.0,0.06546014632268002,0.28088235294117647,84.89226006191947,2023.0,José Ramírez,1992,31.0
716.0,0.061094452773613195,0.1861738535249829,84.1549375709421,2023.0,Alex Bregman,1994,29.0
332.0,0.03548153511947864,0.2613784135240572,85.48804664723028,2023.0,Joey Gallo,1993,30.0
531.0,0.08606329816768463,0.2857142857142857,86.3277142857143,2023.0,Corey Seager,1994,29.0
288.0,0.06029684601113173,0.1601489757914339,79.73713450292394,2023.0,Travis Jankowski,1991,32.0
244.0,0.051759834368530024,0.1875,81.43558718861208,2023.0,Rob Refsnyder,1991,32.0
654.0,0.06685461135722916,0.3152257077276205,83.08895348837204,2023.0,Joey Meneses,1992,31.0
635.0,0.05447941888619855,0.2360248447204969,82.76472772277229,2023.0,Dansby Swanson,1994,29.0
253.0,0.06433408577878104,0.26773455377574373,81.0299120234604,2023.0,Kevin Newman,1993,30.0
386.0,0.05037783375314862,0.22038216560509555,80.23727678571429,2023.0,Chris Taylor,1990,33.0
576.0,0.053620531622364805,0.2681468830059778,84.08989751098102,2023.0,Carlos Correa,1994,29.0
243.0,0.06150341685649203,0.3586206896551724,82.25076452599387,2023.0,Tyrone Taylor,1994,29.0
343.0,0.0463173880030372,0.27923976608187134,84.88548387096776,2023.0,Byron Buxton,1993,30.0
406.0,0.056579783852511126,0.2302158273381295,83.47121495327096,2023.0,Taylor Ward,1993,30.0
299.0,0.04323899371069182,0.23975720789074356,83.72473118279571,2023.0,Patrick Wisdom,1991,32.0
317.0,0.05417024935511608,0.3338870431893688,82.77424242424246,2023.0,Joey Wendle,1990,33.0
712.0,0.056628914057295136,0.26029850746268657,86.03861283643896,2023.0,Matt Olson,1994,29.0
210.0,0.0653950953678474,0.2885714285714286,81.73233082706764,2023.0,Matt Duffy,1991,32.0
333.0,0.06879194630872483,0.3140495867768595,81.75422535211268,2023.0,Manuel Margot,1994,29.0
347.0,0.05242566510172144,0.342143906020558,80.77767653758549,2023.0,Jorge Mateo,1995,28.0
433.0,0.08229098090849243,0.4376470588235294,82.28175559380391,2023.0,Harold Ramírez,1994,29.0
649.0,0.05592841163310962,0.3426294820717131,84.05589155370178,2023.0,Anthony Santander,1994,29.0
646.0,0.04925312878482035,0.2744220730797912,82.82335958005254,2023.0,Pete Alonso,1994,29.0
203.0,0.06506364922206506,0.3960674157303371,80.40576271186437,2023.0,Christian Arroyo,1995,28.0
337.0,0.050974512743628186,0.15861027190332327,81.25231958762883,2023.0,Cavan Biggio,1995,28.0
466.0,0.052202283849918436,0.24124124124124124,83.67996632996628,2023.0,Michael Conforto,1993,30.0
452.0,0.05766944114149822,0.2911242603550296,80.51931464174459,2023.0,Adam Frazier,1991,32.0
205.0,0.06586021505376344,0.41424802110817943,77.9702508960574,2023.0,Reese McGuire,1995,28.0
572.0,0.054959785522788206,0.2573238321456849,84.00335276967935,2023.0,Jorge Soler,1992,31.0
300.0,0.06323396567299007,0.4306049822064057,79.90589569160997,2023.0,Edmundo Sosa,1996,27.0
383.0,0.0695780903034789,0.35041551246537395,82.9120857699806,2023.0,Andy Ibáñez,1993,30.0
514.0,0.05319148936170213,0.26256410256410256,80.5799732977303,2023.0,Jake Cronenworth,1994,29.0
516.0,0.062167906482465465,0.35789473684210527,81.55801104972383,2023.0,Tim Anderson,1993,30.0
271.0,0.04302019315188762,0.24695652173913044,83.29578313253013,2023.0,Jake Bauers,1995,28.0
551.0,0.07289185326345879,0.30902111324376197,82.92588957055219,2023.0,Cody Bellinger,1995,28.0
633.0,0.0562874251497006,0.18575851393188855,82.13691099476436,2023.0,J.P. Crawford,1995,28.0
375.0,0.06109090909090909,0.30357142857142855,79.15996204933586,2023.0,Jake Fraley,1995,28.0
346.0,0.05755395683453238,0.17409470752089137,83.75185185185184,2023.0,Mitch Garver,1991,32.0
252.0,0.06455026455026455,0.25591397849462366,79.18525179856115,2023.0,Garrett Hampson,1994,29.0
498.0,0.059487179487179485,0.3016032064128257,82.84383378016088,2023.0,Jonah Heim,1995,28.0
261.0,0.05309734513274336,0.31238095238095237,82.08233438485802,2023.0,Trey Mancini,1992,31.0
619.0,0.049924357034795766,0.2523148148148148,82.33549190535491,2023.0,Ryan McMahon,1994,29.0
261.0,0.05405405405405406,0.25693160813308685,83.35000000000005,2023.0,Tyler O'Neill,1995,28.0
265.0,0.06256627783669141,0.3019271948608137,85.12344213649853,2023.0,Joshua Palacios,1995,28.0
582.0,0.06176883481516144,0.30384271671134944,82.40441176470591,2023.0,Dominic Smith,1995,28.0
348.0,0.04579630895420369,0.24059139784946237,82.83247058823532,2023.0,Rowdy Tellez,1995,28.0
307.0,0.04658901830282862,0.18729641693811075,81.95943661971825,2023.0,Matt Thaiss,1995,28.0
361.0,0.056704980842911874,0.38,82.11230769230771,2023.0,Jose Siri,1995,28.0
535.0,0.06865828092243187,0.39341085271317827,81.64193121693113,2023.0,Amed Rosario,1995,28.0
636.0,0.0472972972972973,0.3181494661921708,81.21140456182478,2023.0,Willy Adames,1995,28.0
525.0,0.06995230524642289,0.3796477495107632,80.8190410958904,2023.0,Thairo Estrada,1996,27.0
612.0,0.06359649122807018,0.2643171806167401,80.89432870370375,2023.0,Andrew Benintendi,1994,29.0
450.0,0.058319039451114926,0.3960084033613445,82.24958949096883,2023.0,Garrett Cooper,1990,33.0
489.0,0.07960808328230251,0.40487804878048783,80.94187582562753,2023.0,Mauricio Dubón,1994,29.0
301.0,0.052722558340535866,0.24834437086092714,82.67073791348598,2023.0,Danny Jansen,1995,28.0
416.0,0.052370842179759375,0.23563218390804597,80.43357798165133,2023.0,Tony Kemp,1991,32.0
363.0,0.05563380281690141,0.2653061224489796,82.23245967741937,2023.0,Isiah Kiner-Falefa,1995,28.0
638.0,0.07393364928909953,0.29898804047838085,80.76659412404796,2023.0,Jeff McNeil,1992,31.0
401.0,0.0514216575922565,0.18823529411764706,81.88652343750007,2023.0,Mike Tauchman,1990,33.0
656.0,0.0659208949260887,0.35205183585313177,82.87922705314011,2023.0,Ozzie Albies,1997,26.0
251.0,0.0499001996007984,0.22920517560073936,83.23286219081272,2023.0,Mike Ford,1992,31.0
651.0,0.06107171000788022,0.32317505315379164,85.09816414686814,2023.0,Rafael Devers,1996,27.0
487.0,0.08446362515413071,0.39500567536889897,82.27381974248924,2023.0,Josh Naylor,1997,26.0
340.0,0.060922541340295906,0.3463587921847247,81.45822222222223,2023.0,Aledmys Díaz,1990,33.0
607.0,0.09350163627863488,0.3219178082191781,83.03227132579654,2023.0,Luis Arraez,1997,26.0
478.0,0.07287933094384708,0.36306400839454356,84.54406196213422,2023.0,Eloy Jiménez,1996,27.0
664.0,0.06313328137178488,0.25882352941176473,84.05027442371018,2023.0,Gleyber Torres,1996,27.0
409.0,0.05958549222797927,0.34615384615384615,78.90950639853752,2023.0,Willi Castro,1997,26.0
595.0,0.0761443661971831,0.19743589743589743,85.54571428571428,2023.0,Yandy Díaz,1991,32.0
624.0,0.061851390618513906,0.34375,83.77278250303763,2023.0,Bryan De La Cruz,1996,27.0
442.0,0.06459627329192547,0.2852233676975945,83.13460207612455,2023.0,Luis Rengifo,1997,26.0
315.0,0.055640243902439025,0.22390317700453857,82.15765550239243,2023.0,Andruw Monasterio,1997,26.0
579.0,0.05029585798816568,0.1883936080740118,85.09485627836615,2023.0,Matt Chapman,1993,30.0
257.0,0.05411255411255411,0.24347826086956523,78.13286713286716,2023.0,Stuart Fairchild,1996,27.0
272.0,0.06262425447316103,0.33691756272401435,81.79058823529411,2023.0,Stone Garrett,1995,28.0
471.0,0.052932018681888945,0.19716885743174925,82.25543859649117,2023.0,Connor Joe,1992,31.0
518.0,0.051916545366327026,0.2705992509363296,79.85349462365592,2023.0,Zach McKinstry,1995,28.0
450.0,0.0542907180385289,0.267688679245283,82.83465346534648,2023.0,Cedric Mullins,1994,29.0
370.0,0.06958942240779402,0.3086092715231788,84.41842105263153,2023.0,Ryan O'Hearn,1993,30.0
285.0,0.06030603060306031,0.2704507512520868,84.01337047353758,2023.0,Emmanuel Rivera,1996,27.0
713.0,0.0390625,0.21432983323038912,86.09318801089914,2023.0,Kyle Schwarber,1993,30.0
228.0,0.04049493813273341,0.23191489361702128,83.37392857142858,2023.0,Pavin Smith,1996,27.0
678.0,0.06533646322378717,0.2697466467958271,82.5174390243903,2023.0,Lane Thomas,1995,28.0
597.0,0.061765985210961286,0.2224231464737794,83.4380025940337,2023.0,Alex Verdugo,1996,27.0
