pitches,fb_velocity,spin_rate,chase_pct,season,full_name,birth_year_clean,age
989.0,92.52993890020366,2499.9816326530613,0.25591397849462366,2022.0,Paul Sewald,1990,32.0
2181.0,91.69244391971665,2132.4982290436838,0.2778249787595582,2022.0,Chris Flexen,1994,28.0
592.0,97.3013986013986,2237.5664335664337,0.298050139275766,2022.0,Huascar Brazobán,1989,33.0
936.0,97.2,1802.3333333333333,0.2862903225806452,2022.0,Josh Hader,1994,28.0
904.0,94.13573667711599,2066.0597484276727,0.27102803738317754,2022.0,Jackson Stephens,1994,28.0
918.0,96.04712643678161,2325.0459770114944,0.2725225225225225,2022.0,Evan Phillips,1994,28.0
1013.0,91.55789473684212,2260.9210526315787,0.2975708502024291,2022.0,Jimmy Herget,1993,29.0
2563.0,93.2160173160173,1891.0436681222707,0.27353595255744995,2022.0,Ranger Suarez,1995,27.0
1856.0,93.49279811097992,2364.4042288557216,0.27061310782241016,2022.0,Keegan Thompson,1995,27.0
994.0,97.03257575757577,2248.030303030303,0.3246492985971944,2022.0,Reynaldo López,1994,28.0
963.0,95.034,2316.87106017192,0.375,2022.0,Raisel Iglesias,1990,32.0
822.0,97.71626794258376,2392.394230769231,0.3167420814479638,2022.0,Yunior Marte,1995,27.0
2600.0,93.05557287607171,2519.4544037412315,0.3173948887056884,2022.0,Julio Urías,1996,26.0
1417.0,95.00881057268722,2476.136563876652,0.29875,2022.0,Wil Crowe,1994,28.0
1026.0,97.032875,2066.475594493116,0.2694736842105263,2022.0,Kyle Finnegan,1991,31.0
637.0,98.30000000000001,2023.4938271604938,0.2926829268292683,2022.0,Hunter Harvey,1994,28.0
2449.0,91.35530932594645,1998.5013850415512,0.27144120247568526,2022.0,Sean Manaea,1992,30.0
1070.0,96.74566596194502,2283.9703389830506,0.2716297786720322,2022.0,A.J. Puk,1995,27.0
2892.0,93.48836168307967,2195.980233602875,0.3147039254823686,2022.0,Pablo López,1996,26.0
1562.0,90.04281767955801,2277.0055248618783,0.2874015748031496,2022.0,Tyler Alexander,1994,28.0
1168.0,96.16732522796353,2333.530395136778,0.23220338983050848,2022.0,Bryan Baker,1994,28.0
1013.0,94.09692982456141,2359.3040935672516,0.2638580931263858,2022.0,Phil Bickford,1995,27.0
701.0,95.09827586206896,2291.7887931034484,0.36239782016348776,2022.0,Connor Brogdon,1995,27.0
593.0,92.0985507246377,2247.014492753623,0.3049645390070922,2022.0,Daniel Castano,1994,28.0
2498.0,91.75392491467578,2270.835324232082,0.30756578947368424,2022.0,Nestor Cortes,1994,28.0
684.0,91.26000000000002,1883.52,0.2849162011173184,2022.0,Tyler Danish,1994,28.0
2573.0,88.69999999999999,1996.0,0.30362116991643456,2022.0,Dane Dunning,1994,28.0
772.0,93.69675,2242.945,0.27204030226700254,2022.0,Matt Foster,1995,27.0
735.0,95.19658119658119,2202.7735042735044,0.30569948186528495,2022.0,Trevor Gott,1992,30.0
2186.0,91.30046403712296,2166.364269141531,0.23131046613896217,2022.0,Dakota Hudson,1994,28.0
637.0,92.52790697674418,2133.1976744186045,0.2770700636942675,2022.0,Daulton Jefferies,1995,27.0
945.0,95.72878535773711,2462.783693843594,0.3294663573085847,2022.0,Joe Jiménez,1995,27.0
2320.0,94.51606475716063,2408.7210460772103,0.2820292347377472,2022.0,Brad Keller,1995,27.0
2379.0,93.17948717948718,2238.153846153846,0.2508038585209003,2022.0,Chad Kuhl,1992,30.0
2579.0,93.28679078014184,2295.646167557932,0.27301337529504327,2022.0,Eric Lauer,1995,27.0
768.0,94.47415143603135,2132.396866840731,0.3134715025906736,2022.0,Zack Littell,1995,27.0
2131.0,93.21148897058823,2294.5114995400186,0.2767695099818512,2022.0,Tyler Mahle,1994,28.0
750.0,93.59999999999998,1993.3333333333333,0.30049261083743845,2022.0,Tim Mayza,1992,30.0
828.0,91.50716049382714,2297.367901234568,0.33098591549295775,2022.0,Bailey Ober,1995,27.0
1127.0,95.61781305114637,2515.645502645503,0.3228621291448517,2022.0,Emilio Pagán,1991,31.0
623.0,91.8657980456026,2235.0493421052633,0.32456140350877194,2022.0,Cole Sulser,1990,32.0
967.0,95.5603550295858,1993.4852071005917,0.30426356589147285,2022.0,Lou Trivino,1991,31.0
1095.0,93.92506203473944,2267.558312655087,0.32274247491638797,2022.0,Devin Williams,1994,28.0
1422.0,86.6904214559387,1815.95,0.31277533039647576,2022.0,Ryan Yarbrough,1991,31.0
1065.0,98.67664670658682,2366.068862275449,0.2698706099815157,2022.0,Gregory Soto,1995,27.0
787.0,98.17999999999999,2425.7,0.3744394618834081,2022.0,Jonathan Loáisiga,1994,28.0
1113.0,92.17784090909092,2305.630681818182,0.2955390334572491,2022.0,Jaime Barria,1996,26.0
