avg_bat_speed,contact_pct,chase_pct,avg_ev,sweet_spot_pct,xwoba,full_name,avg,obp,slg,ops,woba_official,iso,k_pct,bb_pct,xbh,hitter_type,pa,sb,xwoba_target,oaa,primary_pos,utility,rank_score
66.16909403669729,0.8094523630907727,0.2538745387453874,82.4416161616162,0.2731854838709677,0.3196820575825252,Marcus Semien,0.237,0.308,0.391,0.699,0.306,0.154,0.146,0.089,52,Type A,718,8,0.32,10.0,2B,3,0.3740970820104875
69.14897686832735,0.7713787085514834,0.231846019247594,81.58827238335434,0.296343001261034,0.3252579168639694,George Springer,0.22,0.303,0.371,0.674,0.298,0.15,0.187,0.098,41,Type B,614,16,0.325,-2.0,RF,1,-0.8182431697652512
66.29344262295082,0.8855421686746988,0.297196261682243,82.26359102244393,0.2587064676616915,0.28579153433809,Ildemaro Vargas,0.246,0.295,0.316,0.611,0.271,0.07,0.102,0.063,17,Type A,303,9,0.286,0.0,DH,1,-0.4389551220148198
71.89260700389106,0.8174757281553398,0.2862190812720848,85.03205128205127,0.3017902813299232,0.3656711556931412,Randal Grichuk,0.291,0.348,0.528,0.875,0.373,0.236,0.165,0.072,34,Type C,279,0,0.371,0.0,DH,1,0.9385531187639795
71.9795133437991,0.7473444613050075,0.3340425531914893,83.53982002249718,0.3015695067264574,0.3608832362977806,Bryce Harper,0.285,0.373,0.525,0.898,0.38,0.24,0.2189999999999999,0.12,72,Type B,631,7,0.359,5.0,1B,1,1.0603280001328903
66.06454108858057,0.8205666316894019,0.3667820069204152,80.73542538354258,0.3305439330543933,0.3068714429023342,Gio Urshela,0.25,0.286,0.361,0.647,0.281,0.111,0.156,0.05,29,Type A,461,0,0.307,0.0,3B,1,-0.32693048555397625
68.39127399650961,0.8414322250639387,0.2993630573248407,82.28032786885248,0.3136612021857923,0.2985653728903639,Nolan Arenado,0.272,0.325,0.394,0.719,0.314,0.123,0.145,0.069,39,Type A,635,2,0.298,6.0,3B,1,0.37038234140815296
64.99395734597162,0.7955056179775281,0.3302325581395349,81.97993730407522,0.322884012539185,0.2973687993122804,Kyle Farmer,0.214,0.293,0.353,0.647,0.285,0.14,0.2019999999999999,0.079,19,Type A,242,3,0.296,0.0,DH,1,-0.5569718983998366
70.37415254237294,0.6973518284993695,0.2388571428571428,84.43264887063656,0.2489795918367346,0.2979809757477432,Mitch Haniger,0.208,0.286,0.334,0.62,0.277,0.126,0.298,0.095,24,Type B,423,0,0.298,0.0,DH,1,-1.016182531259485
68.790625,0.711764705882353,0.2018209408194233,84.06411042944787,0.2914110429447852,0.3533483872965763,Max Muncy,0.232,0.358,0.494,0.852,0.362,0.262,0.263,0.154,32,Type D,293,1,0.353,0.0,DH,1,-1.1375690512337793
69.97160823170735,0.7170658682634731,0.2277580071174377,83.33455377574371,0.3020594965675057,0.3137027936907453,Jon Singleton,0.234,0.321,0.386,0.707,0.312,0.152,0.2739999999999999,0.1159999999999999,27,Type B,405,0,0.314,0.0,DH,1,-0.4590236935455049
72.08509918845812,0.7637795275590551,0.2465078060805259,83.24307304785899,0.310691823899371,0.3538951136407106,Christian Walker,0.251,0.335,0.468,0.803,0.343,0.217,0.241,0.1,52,Type B,552,2,0.354,7.0,1B,1,0.43372814495543976
68.8649301513387,0.7605473204104903,0.2386363636363636,84.20779436152564,0.2885572139303483,0.3039272441773927,Mike Yastrzemski,0.231,0.302,0.437,0.739,0.319,0.206,0.262,0.08,43,Type D,474,3,0.304,5.0,RF,1,1.1876702155978365
73.53308605341242,0.6647887323943662,0.2995839112343966,83.52616822429898,0.2733644859813084,0.3667514215937839,Willson Contreras,0.262,0.38,0.468,0.848,0.37,0.206,0.268,0.126,32,Type B,358,4,0.367,0.0,DH,1,0.38426324031240694
68.00209059233451,0.852233676975945,0.3889908256880734,81.22278481012658,0.3214285714285714,0.3156773912402443,Jose Iglesias,0.337,0.381,0.448,0.83,0.362,0.111,0.134,0.0409999999999999,21,Type A,291,6,0.316,0.0,DH,1,0.9181443471088003
66.28329207920795,0.8055222088835534,0.2387612387612387,81.28314238952538,0.2810457516339869,0.2926722454845852,Mark Canha,0.242,0.344,0.346,0.69,0.31,0.104,0.208,0.11,27,Type A,462,7,0.293,0.0,DH,1,-0.2638253173725339
69.94159176029954,0.7207792207792207,0.3774509803921568,82.12891832229583,0.3318632855567806,0.33690845597886,Nick Castellanos,0.254,0.311,0.431,0.742,0.321,0.177,0.211,0.062,57,Type B,659,6,0.336,-11.0,RF,1,-0.038325814470062516
70.44451410658304,0.771513353115727,0.2660028449502133,82.35897435897436,0.2632696390658174,0.2643065538080488,Brandon Drury,0.169,0.242,0.228,0.469,0.217,0.058,0.225,0.075,11,Type B,360,1,0.264,0.0,DH,1,-2.348637385022525
75.05211864406778,0.7122069523039612,0.1892950391644908,87.51689785624207,0.3203026481715006,0.4802332899320279,Aaron Judge,0.322,0.458,0.701,1.159,0.476,0.379,0.243,0.1889999999999999,95,Type B,704,10,0.481,-9.0,CF,2,3.419816509743316
72.86510761589406,0.7774193548387097,0.2997438087105038,85.6242458100559,0.2954292084726867,0.3401139533513837,Manny Machado,0.275,0.325,0.472,0.797,0.34,0.197,0.193,0.07,59,Type C,643,11,0.34,0.0,DH,1,0.2619960223882737
70.72453241895269,0.7730582524271845,0.298804780876494,84.35148861646239,0.2924693520140105,0.3780661432739319,Joc Pederson,0.275,0.393,0.515,0.908,0.391,0.24,0.2339999999999999,0.122,41,Type B,449,7,0.381,0.0,DH,1,1.0192682509744033
73.29700973574408,0.7807486631016043,0.2644230769230769,83.61340782122907,0.2527881040892193,0.2940838808928316,Hunter Renfroe,0.229,0.297,0.392,0.689,0.302,0.164,0.198,0.085,33,Type C,424,1,0.294,-4.0,RF,1,-1.1312808073215344
67.78112664473683,0.7460815047021944,0.3484602917341977,82.95353773584908,0.2759433962264151,0.26394187163639,Eddie Rosario,0.175,0.215,0.316,0.531,0.23,0.141,0.241,0.05,22,Type D,319,9,0.264,0.0,DH,1,-0.4575529713519377
70.60424865831847,0.7866666666666666,0.2492668621700879,83.87610837438422,0.3095823095823096,0.3726688766577605,Christian Yelich,0.315,0.406,0.504,0.909,0.391,0.189,0.184,0.127,26,Type C,315,21,0.373,0.0,DH,1,1.1356956439052954
61.297254098360675,0.8277511961722488,0.2557471264367816,79.31058091286309,0.3091286307053942,0.2998547240793453,Whit Merrifield,0.222,0.311,0.314,0.625,0.283,0.092,0.155,0.104,16,Type A,335,17,0.298,0.0,DH,1,-0.5704222594128172
68.22282886334608,0.8352059925093633,0.2562574493444577,82.6482926829268,0.2520325203252032,0.3077748439307024,Xander Bogaerts,0.264,0.307,0.381,0.688,0.3,0.117,0.171,0.06,27,Type A,463,13,0.308,0.0,DH,1,0.2585702277462714
67.13148474178408,0.7373737373737373,0.2399598393574297,83.29656946826758,0.313893653516295,0.3102664786004627,Jorge Polanco,0.213,0.296,0.355,0.651,0.287,0.141,0.292,0.098,27,Type D,469,4,0.31,-1.0,2B,3,-0.3685909568288456
70.99908940397347,0.7383627608346709,0.3343701399688958,82.16235011990409,0.2637889688249401,0.2841419925465411,Adam Duvall,0.182,0.245,0.323,0.569,0.252,0.142,0.3,0.064,21,Type B,330,0,0.284,0.0,DH,1,-1.344166756462831
66.07113594040966,0.6770833333333334,0.3288461538461538,79.62363636363636,0.2930513595166163,0.2366282662924752,Kevin Kiermaier,0.197,0.237,0.313,0.55,0.241,0.116,0.306,0.043,17,Type D,281,6,0.237,0.0,DH,1,-0.7125590013076283
69.0372641509434,0.8431528662420382,0.2171680117388114,84.44428571428573,0.2966360856269113,0.3664176936221837,Jurickson Profar,0.28,0.38,0.459,0.839,0.365,0.179,0.151,0.114,53,Type C,668,10,0.366,-8.0,LF,1,0.9712705892762981
67.37588276836158,0.7428571428571429,0.330860534124629,80.86020833333333,0.3014553014553014,0.2811149302470586,Jake Cave,0.251,0.29,0.396,0.686,0.295,0.146,0.283,0.052,28,Type D,346,5,0.281,0.0,DH,1,-0.7975610112928585
70.44277314112287,0.787360594795539,0.2655198204936425,85.76893704850366,0.3126934984520124,0.3810328444447057,Francisco Lindor,0.273,0.344,0.5,0.844,0.363,0.227,0.184,0.081,73,Type C,689,29,0.381,1.0,SS,3,1.4134512394183052
68.74412568306013,0.7242268041237113,0.1882086167800453,83.0802419354839,0.3508064516129032,0.3069793920028927,Austin Slater,0.209,0.321,0.266,0.586,0.273,0.056,0.283,0.123,6,Type D,212,3,0.307,0.0,DH,1,-0.9675650312633188
68.90418814432988,0.773067331670823,0.304862023653088,82.41069518716573,0.295373665480427,0.302196833117715,Max Kepler,0.253,0.302,0.38,0.682,0.298,0.128,0.201,0.055,30,Type D,399,1,0.302,0.0,DH,1,-1.1375690512337793
66.272519729425,0.7331910352187834,0.3466092572658772,82.04168039538722,0.3113673805601318,0.2850767276417244,Jeimer Candelario,0.225,0.279,0.429,0.707,0.304,0.204,0.246,0.0579999999999999,45,Type D,463,4,0.285,0.0,DH,1,-0.8825630212780887
64.24603524229077,0.7642105263157895,0.3569553805774278,78.79807692307699,0.2564102564102564,0.264636531053827,Nick Ahmed,0.229,0.267,0.295,0.562,0.248,0.067,0.2239999999999999,0.048,9,Type D,228,2,0.266,0.0,DH,1,-1.0525670412485493
68.45260707635015,0.7651858567543064,0.2735613010842369,82.45684210526316,0.3013157894736842,0.312146866919226,Josh Bell,0.249,0.319,0.405,0.725,0.317,0.156,0.1989999999999999,0.085,44,Type D,603,0,0.312,0.0,DH,1,-1.2225710612190095
66.73760736196319,0.8600478468899522,0.2099811676082862,83.87550724637684,0.3231884057971014,0.3636058826175501,Mookie Betts,0.289,0.372,0.491,0.863,0.371,0.202,0.11,0.118,48,Type A,516,16,0.363,0.0,DH,1,1.9186196571619347
68.47214030384275,0.7592116538131962,0.2770673486786019,82.58839848675919,0.2594458438287154,0.2658615066958039,Orlando Arcia,0.218,0.271,0.354,0.625,0.273,0.136,0.213,0.068,41,Type D,602,2,0.266,-1.0,SS,3,-0.538594976799306
71.41372216844145,0.8084905660377358,0.2626892252894033,86.42078580481616,0.2869785082174462,0.3935153847853502,Ketel Marte,0.292,0.372,0.56,0.932,0.391,0.268,0.182,0.111,61,Type C,583,7,0.394,10.0,2B,3,1.8052370699245706
71.13611337683517,0.7874702616970658,0.2427046263345195,84.09843575419006,0.3106904231625835,0.3377440706579878,Brandon Nimmo,0.224,0.327,0.399,0.727,0.321,0.175,0.238,0.1159999999999999,51,Type C,663,15,0.338,1.0,LF,1,0.09177268949718743
69.80765306122449,0.752007136485281,0.3358278765201122,83.2383419689119,0.276843467011643,0.3226167937198128,Trea Turner,0.295,0.338,0.469,0.807,0.349,0.174,0.182,0.05,46,Type B,539,19,0.322,-14.0,SS,3,0.3719096335244918
66.84740415335465,0.784375,0.3776,80.16666666666667,0.2687224669603524,0.2785853229363025,Kevin Pillar,0.229,0.291,0.377,0.667,0.293,0.148,0.22,0.051,25,Type A,314,12,0.279,0.0,DH,1,-0.4559055225994906
65.99984309623431,0.7454909819639278,0.2551984877126654,82.15031847133761,0.3417721518987341,0.3205215132581815,Jacob Stallings,0.263,0.357,0.453,0.81,0.353,0.189,0.231,0.096,27,Type D,281,0,0.321,0.0,DH,1,-1.2225710612190095
69.52107243650046,0.8858195211786372,0.2372170997485331,83.89765100671143,0.2912946428571428,0.3253763373555667,Alex Bregman,0.26,0.315,0.453,0.768,0.331,0.193,0.136,0.069,58,Type C,634,3,0.325,6.0,3B,1,-0.15521105468928742
70.10561440677972,0.6372745490981964,0.2234432234432234,83.00399999999995,0.322463768115942,0.2879096995722132,Joey Gallo,0.161,0.277,0.336,0.613,0.276,0.175,0.392,0.123,19,Type B,260,3,0.286,0.0,DH,1,-0.9897107787069427
68.22444029850749,0.7942754919499105,0.2508090614886731,82.98317073170728,0.267639902676399,0.3181959697244831,Carson Kelly,0.238,0.313,0.374,0.687,0.304,0.135,0.176,0.08,19,Type A,313,0,0.319,0.0,DH,1,0.10035586038562937
70.44044943820221,0.7848605577689243,0.2769709543568465,84.64876712328766,0.310958904109589,0.3908093041718929,Corey Seager,0.278,0.353,0.512,0.864,0.365,0.234,0.18,0.099,51,Type C,533,1,0.391,4.0,SS,3,1.6227694245146005
67.31827896512931,0.8135964912280702,0.1908629441624365,82.12663690476192,0.2678571428571428,0.3302987617587793,Jesse Winker,0.253,0.36,0.405,0.764,0.338,0.151,0.209,0.124,37,Type A,508,14,0.33,0.0,DH,1,0.5867119964595523
64.83623978201638,0.7978723404255319,0.2122015915119363,78.36007326007325,0.2161172161172161,0.2452644724304514,Travis Jankowski,0.2,0.266,0.242,0.508,0.234,0.042,0.213,0.0579999999999999,6,Type A,207,11,0.245,0.0,DH,1,-1.488542738649328
70.88460144927541,0.745945945945946,0.2469775474956822,82.6598404255319,0.2792553191489361,0.3271325943894231,Rob Refsnyder,0.283,0.359,0.471,0.83,0.358,0.188,0.254,0.091,28,Type B,307,2,0.327,0.0,DH,1,0.33721674618622555
68.7878342245989,0.7847457627118644,0.3321858864027538,83.57641509433958,0.2971698113207547,0.2829898256602355,Joey Meneses,0.231,0.291,0.302,0.593,0.264,0.071,0.201,0.067,14,Type A,313,2,0.283,0.0,DH,1,-1.077787950842698
69.81599735216243,0.7299145299145299,0.2401785714285714,83.17652399481192,0.2568093385214007,0.3237844888687551,Dansby Swanson,0.242,0.312,0.39,0.701,0.307,0.148,0.243,0.091,45,Type B,593,19,0.323,7.0,SS,3,-0.5290528615097495
64.96423872180455,0.8367346938775511,0.2837837837837837,80.3256038647343,0.2584541062801932,0.2751067731211503,Kevin Newman,0.278,0.311,0.375,0.686,0.298,0.097,0.154,0.048,21,Type A,311,8,0.276,0.0,DH,1,0.1990805414016803
67.19286447638609,0.698076923076923,0.1988188976377952,80.7110062893082,0.3238993710691824,0.2966109477756899,Chris Taylor,0.202,0.298,0.3,0.598,0.272,0.099,0.309,0.114,12,Type D,246,5,0.297,0.0,DH,1,-0.7975610112928585
72.3926612903226,0.8107255520504731,0.2547683923705722,85.81512605042013,0.3319327731092437,0.3582737987960119,Carlos Correa,0.31,0.388,0.517,0.905,0.385,0.207,0.166,0.109,36,Type C,367,0,0.358,0.0,DH,1,0.7908938648833685
68.30964176829272,0.7846607669616519,0.3209169054441261,82.19463917525772,0.3045267489711934,0.305309259501776,Tyrone Taylor,0.248,0.299,0.401,0.701,0.304,0.154,0.2319999999999999,0.055,32,Type A,345,11,0.305,0.0,DH,1,0.021533381518929195
72.55543619791665,0.6924034869240349,0.3266666666666666,85.13209393346388,0.3052837573385518,0.3554602902678104,Byron Buxton,0.279,0.335,0.524,0.859,0.366,0.245,0.255,0.052,48,Type B,388,7,0.355,0.0,DH,1,1.2264366788176546
67.86276881720431,0.7621107266435986,0.2114197530864197,83.89669926650365,0.3443223443223443,0.3454972012139138,Taylor Ward,0.246,0.323,0.426,0.748,0.325,0.179,0.246,0.095,53,Type D,663,6,0.345,0.0,LF,1,-0.7125590013076283
71.82154273801248,0.7558528428093646,0.2888744307091737,83.41103379721672,0.3310208126858275,0.3415625140375776,Matt Olson,0.247,0.333,0.457,0.79,0.339,0.21,0.248,0.104,67,Type B,685,0,0.341,13.0,1B,1,0.37625888830899346
69.60244186046509,0.8133535660091047,0.3015151515151515,81.06114519427405,0.2693877551020408,0.3100556881107122,Manuel Margot,0.238,0.289,0.337,0.626,0.276,0.098,0.157,0.061,22,Type C,343,5,0.31,0.0,DH,1,-0.8304659937012568
69.26279761904759,0.7847222222222222,0.3349397590361446,79.53039215686276,0.2679738562091503,0.2777928251340349,Jorge Mateo,0.229,0.267,0.401,0.668,0.286,0.172,0.231,0.048,21,Type C,208,13,0.278,0.0,DH,1,-1.6118799820027048
71.51481412639409,0.8216098622189992,0.3401779603011636,83.33763233878732,0.3060635226179018,0.3271819446589968,Anthony Santander,0.235,0.308,0.506,0.814,0.345,0.271,0.1939999999999999,0.087,71,Type C,665,2,0.327,-7.0,RF,1,-0.013608551940150107
72.67764261744965,0.7751235584843492,0.2587508579272478,83.60522041763342,0.3004640371229698,0.3454371460968333,Pete Alonso,0.24,0.329,0.459,0.788,0.34,0.219,0.247,0.1009999999999999,65,Type B,695,3,0.346,-3.0,1B,1,0.3533428620806729
62.84668021680216,0.788659793814433,0.1879049676025918,77.6826241134752,0.2943262411347517,0.2597017057280854,Cavan Biggio,0.197,0.314,0.303,0.617,0.285,0.106,0.321,0.107,10,Type A,224,2,0.26,0.0,DH,1,-1.0826314536163661
71.93526315789475,0.7697441601779755,0.2437311935807422,83.76526655896609,0.2810985460420032,0.3526939873482927,Michael Conforto,0.237,0.309,0.45,0.759,0.327,0.212,0.242,0.086,50,Type B,488,0,0.353,0.0,DH,1,0.23204624230071366
63.88774336283188,0.8232235701906413,0.2635253054101221,78.06202247191013,0.3348314606741573,0.2904214980591123,Adam Frazier,0.202,0.282,0.294,0.576,0.261,0.092,0.201,0.075,15,Type A,294,3,0.29,0.0,DH,1,-1.0312556687348415
67.24652777777777,0.8342245989304813,0.2821576763485477,82.5233449477352,0.25,0.2691959094404458,Jose Trevino,0.215,0.288,0.354,0.642,0.284,0.139,0.175,0.085,13,Type A,234,1,0.269,0.0,DH,1,-0.2964588241067455
66.08261421319797,0.6990291262135923,0.4245810055865922,79.48943298969071,0.3033419023136247,0.267282106500385,Nick Gordon,0.227,0.258,0.369,0.627,0.271,0.142,0.244,0.04,20,Type D,275,5,0.267,0.0,DH,1,-0.7975610112928585
73.19812195121953,0.7271880819366853,0.2685402029664325,83.78043165467629,0.2820143884892086,0.3515892965410344,Jorge Soler,0.241,0.338,0.442,0.78,0.34,0.201,0.246,0.118,56,Type B,574,1,0.352,0.0,DH,1,0.14935535797903915
70.50661641541035,0.6945337620578779,0.4123711340206185,80.8905128205128,0.2710997442455243,0.3072573434186456,Edmundo Sosa,0.257,0.313,0.422,0.734,0.318,0.165,0.241,0.047,23,Type B,274,7,0.305,0.0,DH,1,-0.3962106745128445
66.7748154224774,0.8502415458937198,0.23019985196151,82.08224299065428,0.3464730290456431,0.3394956935386353,Jake Cronenworth,0.241,0.324,0.39,0.714,0.315,0.149,0.18,0.093,49,Type A,656,5,0.339,0.0,DH,1,0.3442705749804127
67.30129937629937,0.7077798861480076,0.3794549266247379,80.36736526946109,0.3203592814371258,0.2350772782827467,Tim Anderson,0.214,0.237,0.226,0.463,0.208,0.013,0.282,0.0289999999999999,3,Type D,241,4,0.235,0.0,DH,1,-0.8825630212780887
71.4716521106259,0.7254901960784313,0.1977401129943503,82.04892703862663,0.3090128755364807,0.3052058231419808,Jake Bauers,0.199,0.301,0.361,0.662,0.294,0.162,0.341,0.113,23,Type B,346,13,0.305,0.0,DH,1,-0.8501832707248383
67.31912050534501,0.7975402081362346,0.3243503368623676,82.49780927835056,0.2831402831402831,0.3049769121060325,Cody Bellinger,0.266,0.325,0.426,0.751,0.322,0.161,0.156,0.079,44,Type A,569,9,0.305,0.0,DH,1,0.5916357584029203
68.5250608272506,0.8729411764705882,0.2296450939457202,82.82592592592594,0.2678062678062678,0.3114801125836771,Willie Calhoun,0.245,0.315,0.38,0.695,0.305,0.135,0.122,0.091,21,Type A,254,0,0.311,0.0,DH,1,0.43365349345713466
70.00213815789473,0.7938931297709924,0.3157051282051282,79.63706293706294,0.2782608695652174,0.2898529150803574,Jake Fraley,0.277,0.33,0.386,0.716,0.314,0.109,0.183,0.068,26,Type C,382,20,0.29,0.0,DH,1,-1.2283316664677018
69.26095545977007,0.7119113573407202,0.1989189189189189,83.86644736842112,0.2735229759299781,0.2841285306816591,Mitch Garver,0.172,0.286,0.341,0.627,0.281,0.169,0.309,0.123,32,Type B,430,0,0.284,0.0,DH,1,-0.9485225006515468
65.05925480769234,0.7868852459016393,0.2621359223300971,79.72575250836123,0.3010033444816054,0.2516137720294271,Garrett Hampson,0.23,0.275,0.3,0.576,0.255,0.07,0.255,0.061,14,Type A,231,7,0.25,0.0,DH,1,-1.0454704387755385
68.18683662851195,0.8207739307535642,0.3210290827740492,82.62900136798903,0.2691256830601093,0.2812835394241465,Jonah Heim,0.22,0.267,0.336,0.602,0.265,0.115,0.183,0.053,26,Type A,491,1,0.281,5.0,C,2,-0.6367428148711411
67.04660326086962,0.7733812949640287,0.2731554160125589,82.73394255874676,0.2872062663185378,0.3077929795883899,Dominic Smith,0.233,0.313,0.378,0.691,0.306,0.145,0.248,0.091,28,Type D,307,1,0.308,0.0,DH,1,-1.1375690512337793
72.30319971870604,0.7861975642760487,0.2719907407407407,83.05009276437846,0.2560296846011132,0.3046903089093664,Rowdy Tellez,0.243,0.299,0.392,0.691,0.301,0.149,0.211,0.074,31,Type C,421,1,0.305,-3.0,1B,1,-0.8621854964693388
69.53931784107955,0.781021897810219,0.3880126182965299,80.94012474012474,0.2738589211618257,0.2842320420234274,Amed Rosario,0.28,0.306,0.38,0.686,0.299,0.099,0.211,0.026,24,Type C,346,13,0.284,0.0,DH,1,-1.415376708745498
71.80446896035903,0.7432727272727273,0.2809558291093411,83.17562358276645,0.2981859410430839,0.3412071020964906,Willy Adames,0.251,0.331,0.462,0.794,0.342,0.211,0.251,0.108,65,Type B,688,21,0.341,-16.0,SS,3,0.3352440282844031
67.87503822629968,0.8017366136034733,0.350076103500761,81.83862745098041,0.2890625,0.265064874188004,Thairo Estrada,0.217,0.247,0.343,0.59,0.256,0.126,0.1989999999999999,0.026,26,Type A,381,2,0.265,0.0,DH,1,-0.7155273254712988
65.61222222222226,0.8212809917355371,0.2502596053997923,81.95275035260926,0.3164556962025316,0.3103108227389671,Andrew Benintendi,0.229,0.289,0.396,0.685,0.298,0.168,0.184,0.079,40,Type A,522,3,0.31,-13.0,LF,1,0.29441634890551766
66.38300180831818,0.8067978533094812,0.2028776978417266,82.42464114832538,0.3054892601431981,0.2933040330864042,Danny Jansen,0.205,0.309,0.349,0.658,0.294,0.144,0.188,0.123,22,Type A,324,0,0.294,0.0,DH,1,-0.16333335397491927
67.29652677279313,0.8069444444444445,0.2268041237113402,81.36815533980584,0.3468992248062015,0.3322252595325757,Mike Tauchman,0.248,0.357,0.366,0.723,0.325,0.117,0.2,0.134,20,Type A,350,6,0.332,0.0,DH,1,0.04434355666663105
67.13563186813192,0.807570977917981,0.3356086461888509,82.81894586894595,0.2802275960170697,0.3077458234743834,Ozzie Albies,0.251,0.303,0.404,0.707,0.307,0.153,0.149,0.062,40,Type A,435,8,0.308,0.0,DH,1,0.28343083761239285
70.68957106812445,0.7179902755267423,0.3035573122529644,85.4270992366412,0.326972010178117,0.3657234922917429,Rafael Devers,0.272,0.354,0.516,0.871,0.364,0.244,0.245,0.111,67,Type B,601,3,0.366,-9.0,3B,1,1.2176893115900538
